text,rating,date,class
"O nosso banheiro voltava cheiro de esgoto e estava sujo, tinha cabelo nos cantos, cama bem ruim, atendimento dos funcionários era muito bom e a localização é excelente.",4,2024-10-13 22:30:07+00,-1
"Diária caríssima, incompatível com o hotel, e cobraram mais $35 de diária de estacionamento que não está discrição do anúncio, não é pelo valor e sim por sermos turistas, nos sentimos enganados , explorados...",2,2024-10-13 23:32:27+00,-1
"Foi gostoso, mas não tinha um café na recepção pra tomar . Achei as águas muito cara pra um hotel . Atendimento maravilhoso inclusive no café da manhã .",8,2024-10-14 00:00:00+00,1
"Apartamento confortável, mobília nova, canais de tv a cabo bons, cama aconchegante, lençóis e toalhas bons, cobertor agradável, ar condicionado muito bom, vista maravilhosa. Também experimentei a comida e gostei muito. Muito limpo, e dispõe de shampoo e condicionador dentro do chuveiro. Atendentes sempre prontos e prestando um excelente atendimento.",10,2024-10-14 00:00:00+00,1
" Localização,limpeza e atendimento  Gostei de tudo",10,2024-10-14 00:59:25+00,1
" Ótima localização e funcionários atenciosos  Quarto estava fedendo muito a esgoto no banheiro, não solicitamos a troca porque já era 23h e estávamos cansados da viagem.
O quarto estava muito sujo, com vários cabelos no banheiro e as instalações eram antigas, desgastadas, não condizem com as fotos que tem no site.
A cama era muito mole e pequena, acordei com muita dor nas costas.",6,2024-10-14 11:22:01+00,0
 Cama e chuveiro  Erro no pagamento espera na garagem de 20 minutos devido a elevador no conserto,6,2024-10-14 15:03:27+00,0
" Hotel confortável, quarto limpo, estrutura no geral muito boa, bom restaurante no terraço e ótimo café da manhã! Estacionamento coberto.",8,2024-10-15 11:29:15+00,1
 Localização  Café da manhã,7,2024-10-15 19:03:33+00,0
" The roof pool and the restaurant have very good views (you can see three countries from the terrace). The breakfast was good. The hotel was perfectly located in a street with full of restaurants, and in the bus-stops around the hotel we took the buses to Iguazu fall, Ciudad del Este, Puerto Iguazú and the airport.  The elevator. They need to figure out something. Luckily we were in the second floor and we were able to use the stairs most of the times, but going to the pool was a real drama. It could easily take you ten minutes to pick it up.",7,2024-10-16 10:07:31+00,0
" Localização excelente, acomodações limpas e confortáveis, café da manha excelente, equipe muito atenciosa e solicita, rooftop com vista linda e estacionamento disponível.  O rooftop fecha muito cedo. Poderia ser melhor explorado.",8,2024-10-17 13:49:03+00,1
 Todo bien  Nada destacable,9,2024-10-17 16:47:20+00,1
"Meu hotel favorito, agora! Sem dúvidas!
No centro de Foz o Viale Tower é prático para quem vem à cidade a passeio, pois é perto de todo o tipo de comércio, primeiro ponto de acesso aos transfer e tem uma vista linda da cidade.
Ambiente lindo, aconchegando e bastante elegante. Os quartos são muito confortáveis, contando com banheiro perfeito, armário, frigobar, tv, ar-condicionado.
O café da manhã acontece das 06h30 às 10h e conta com uma boa cartela de opções de refeições. No 17° andar, o último, tem a piscina e o bar/restaurante com uma vista sem igual e pratos saborosíssimos.",10,2024-10-17 20:04:38+00,1
Como estava a trabalho é perceptível a diferença de qualidades de quarto entre quem está a trabalho como pra quem está a passeio. Se está a passeio os quartos são mais baixos e a passeio os quartos são mais altos e de melhor qualidade mesmo a diária sendo o mesmo valor,8,2024-10-18 15:54:56+00,1
"Bem localizado na região central de Foz, a piscina e o Sky Bar ficam no 17° andar, perfeito para tomar um drink e apreciar a bela vista. Tirei a foto já a noite, mas no final de tarde é o melhor horário.",10,2024-10-18 23:31:42+00,1
" quarto otimo  Café da manhã lotado

Elevador precisa ser atualizado urgente",7,2024-10-20 01:03:25+00,0
" Bem localizada no centro, quarto espaçoso. Conta com academia  Academia quente e com teto baixo. Funcionários do check in lentos e o guarda sem nenhum preparo para instruir os hóspedes",9,2024-10-20 20:26:49+00,1
 Excelente localizacao. Proximo de otimos restaurantes e com facilidade de locomocao. Otimo cafe da manha. Atendentes muito atenciosas e educadas. Restaurante bom. Rooftop com otima vista. Piscina bonita porem com horario muito reduzido ( 9-18hs). Servico de concierge excelente.  Atendente do checkin muito rispido e outras miudezas. Piscina com horario muito reduzido.,9,2024-10-20 23:17:38+00,1
 O hotel não condiz com o valor da hospedagem  O hotel não condiz com o valor da hospedagem,3,2024-10-21 13:23:59+00,-1
 Limpeza do box,7,2024-10-21 16:21:37+00,0
"Viale Tower é um hotel excelente, limpeza, atendimento,  cordialidade dos colaboradores.
Todas as vezes que chegávamos no Hall minha esposa repetia, nossa que hotel cheiroso!
Se quiser agradar quem manda vai nesse hotel!",10,2024-10-21 23:17:21+00,1
"A localização é excelente, repleta de bares e restaurantes. Atendimento impecável!!! A estrutura somente peça em relação à demora dos elevadores que existindo apenas dois não são suficientes para o fluxo de hóspedes em determinados horários",10,2024-10-22 00:00:00+00,1
Excelente!,10,2024-10-22 00:00:00+00,1
" Quarto amplo, instalações em boas condições, hotel bem localizado, café da manhã normal  Achei as camas desconfortáveis, embora grandes. Elevadores lentos e com baixa capacidade de pessoas.",9,2024-10-22 00:48:58+00,1
 ATENDEU AS EXPECTATIVAS,8,2024-10-22 11:15:34+00,1
" Ótimo custo benefício 
 Café da manhã normal",8,2024-10-22 16:15:45+00,1
"Hotel com ótima localização, equipe com excelente atendimento, em especial o Felipe da recepção. Quarto amplo, limpo e vista maravilhosa. O café da manhã possui muitas opções e todas bem saborosas. 
No entorno do hotel, há vários restaurantes, com diversas opções. Também fica próximo à fronteira com o Paraguai.
Em geral recomendo este hotel.",10,2024-10-23 00:00:00+00,1
O quarto é bom ficamos em um com 2 camas de casal amplas e confortáveis . Café da manhã com grande variedade. Bolos deliciosos. Perto de vários restaurantes e do centro. Piscina de borda infinita com linda vista para o Rio Paraná. Usei o restaurante mas não gostei da comida . Borrei a toalha de rosto com maquiagem ( filtro solar com cor )e queriam me cobrar 30 reais pela lavagem da toalha . Achei um absurdo. Reclamei e foi retirado da conta . Nunca tinha passado por isso .,8,2024-10-23 00:00:00+00,1
"Ótimo quarto, amplo e confortável e com  ar-condicionado fica bem fresco o banheiro tbm, a piscina no terraço tem uma linda vista pra cidade de Foz o rio e Paraguai. O hotel só peca nos elevadores que estão congestionados nos horários de pico",10,2024-10-23 10:14:20+00,1
" Desayuno muy completo, opciones todas. La pileta en la terraza es única. El Bar también. Ver el atardecer en el mismo es una experiencia hermosa. Habitaciones muy confortables, descanso reparador  Nada",10,2024-10-23 11:33:49+00,1
Incrivel servico restaurante de excelência,10,2024-10-24 00:00:00+00,1
"Café da manhã honesto.
Quartos limpos.
Só os elevadores que são um pouco lentos.",10,2024-10-24 00:04:03+00,1
"Ótima experiência, rooftop com uma vista deslumbrante. Muita cordialidade de todos os funcionários, quarto espaçoso, café da manhã bem farto e variado.",10,2024-10-25 00:00:00+00,1
"No anúncio, o serviço é oferecido como de alto cuidado. 
- A bagagem tive que colocar no carrinho e levar sozinha, enquanto 04 atendentes homens olhavam sem oferecer ajuda; 
- Na partida a mesma situação, sem auxílio. 
- Café da manhã barulheto, aguniado, sem assistência. Se o chão suja, fica lá até ... 
- O melhor atendimento se vê na equipe de limpeza/camareira. No retorno, o quarto estava ordenado, limpo e com a troca de toalhas. 
- Em outros hoteis como D Pedro, Monaliza, oferecem um atendimento mais atencioso, por preço mais modesto, com as mesmas condições de limpeza e o café da manhã igual.",6,2024-10-25 00:00:00+00,0
" Do atendimento, o café é muito bom, localização ótima.  Demora no aguardo do elevador e cobrança do estacionamento.",10,2024-10-25 01:42:29+00,1
"Good experience, nice hotel",10,2024-10-26 00:00:00+00,1
"Lugar estratégico e bem localizado com restaurantes, lanchonetes e farmácias perto. Rua Brasil perto do hotel onde existem várias lojas comerciais, restaurantes etc. Hotel com saída  facilitada para vários pontos turísticos. Café da manhã de boa qualidade e bem variado e com constante verificação da qualidade da alimentação.",10,2024-10-27 00:00:00+00,1
Péssimo atendimento do recepcionista,6,2024-10-27 10:38:02+00,0
 Localização  Arrumação dos quartos e elevadores.,8,2024-10-27 12:45:24+00,1
"Hotel muito bem localizado, equipes de recepção, restaurantes e arrumação muito atenciosas. Nota 10 à camareira Marina Silva que foi muito prestativa e limpeza impecável.
Café da manhã farto, com opções variadas por dia.
Cama, travesseiros de boa qualidade.",10,2024-10-28 00:00:00+00,1
"Sus habitaciones muy amplias, el desayuno muy rico. Tiene muy buena vista desde la terraza del hotel. Y los trabajadores nos ayudaron siempre, mucho más con el idioma.",10,2024-10-28 17:31:00+00,1
"O hotel Viale Tower é apenas um dos hoteis da rede Viale em Foz. Tem boa localização perto de restaurantes e bares e sempre teve esse tipo executivo, melhor p quem vai a trabalho. Porém nessa estadia, primeiramente me colocaram num apartamento em uso, o que é constrangedor. Depois me relocaram, e no quarto (801) a limpeza estava deficiente, com cabelos no banheiroe a agua cortesia estava aberta e na metade mesmo com o selo do hotel, ou seja nao foi verificado. O cafe da manha estava fraco e diferente das vezes anteriores que fiquei hospedado. Acredito que a administração precise rever o gerenciamento desse hotel. Ainda iam me cobrar o estacionamento, sendo que tive que provar no meu sistema de reserva que o estacionamento estava incluso sem taxas. Enfim, anda bagunçado.",6,2024-10-29 00:00:00+00,0
"Cama muito pequena, número de cadeiras insuficiente e estacionamento coberto com acesso meio complicado.",8,2024-10-29 00:00:00+00,1
" La habitación, la atención de la gente  a pesar de que no pudimos llegar la primera noche por culpa de la aerolínea LATAM,  la información que nos brindaron. La atención en la terraza del hotel y la calidad de la comida  Todo estuvo bien",9,2024-10-30 18:43:28+00,1
"Bom hotel, restaurante do café da manhã muito apertado, elevador péssimo,",8,2024-10-31 00:00:00+00,1
" El desayuno es incomparable gran variedad,la limpieza d la habitación impecable ,la ubicación excelente,  No hay nada q tenga de negativo",10,2024-10-31 02:52:03+00,1
" Ótima localização, com muitos restaurantes por perto. Os funcionários foram sempre simpáticos e solícitos.",9,2024-11-01 13:03:16+00,1
Good enough hotel. But advertize a pool and hours but before 5pm the staff start tearing down all the pool loungers and putting up tables for bar use. Most people would use hotel after spending day at Falls and looking to relax. Instead left not impressed.,6,2024-11-02 21:33:06+00,0
"Serviços e atendimento muito bons. Ótima localização. Excelente custo benefício. Hotel próximo ao comércio, restaurantes e bares, podendo fazer tudo a pé. Recomendamos o hotel, tivemos uma excelente estadia. Continuem assim. Parabéns.",10,2024-11-03 00:00:00+00,1
 o black out no quarto precisa verdar melhor. as frestas ficavam na janela e o dia amanhecendo o quarto clareava,9,2024-11-04 01:59:37+00,1
 All good  Sometimes the elevator took a little long to arrive,10,2024-11-04 11:17:05+00,1
 próximo de tudo,10,2024-11-05 23:39:20+00,1
"O hotel é muito bom. Quarto amplo e confortável, cama espaçosa, excelente localização e o café da manhã é muito bom,  apesar de não ter muita variedade. O problema é que só tem 2 elevadores para atender um prédio com uns 17 andares. Tive que descer várias vezes de escada, do sétimo andar,  porque os elevadores demoravam muito e passavam lotados.",8,2024-11-06 00:00:00+00,1
" O Hotel reúne as melhores qualidades, acomodação, localização, atendimento e vista linda da cidade !",10,2024-11-06 13:50:19+00,1
Muito bom,10,2024-11-07 00:00:00+00,1
"Experiência tranquila, com serviços ágeis e informações claras",10,2024-11-08 00:00:00+00,1
" La piscina y la terraza fue lo mejor, la habitación muy cómoda, bien ubicado",10,2024-11-08 15:25:06+00,1
"Hotel com boa localização, quartos grandes e cama boa. A vista da piscina é boa, mas para por aí! A condição dos quartos era ruim. Moveis surrados, drywall do teto do banheiro caindo, mofo nos rejuntes do banheiro, toalhas surradas, o edredom que tinha no quarto estava encardido. Tive que pedir para trocar.
O café da manhã muito fraco. Minha esposa achou até uma fatia de queijo com mofo.
Os elevadores são demorados e precisam de uma manutenção. Tem potencial, mas precisa melhorar. Não recomendo no momento.",4,2024-11-11 00:00:00+00,-1
Rooftop maravilhoso para assistir o por do sol de Foz do Iguaçu,10,2024-11-12 19:15:19+00,1
"Je mets deux étoiles 1 pour l’accueil et 1 pour la vue panoramique. Chambre qui manque largement de propreté. Les rideaux ne sont pas adaptés. Vous avez de la lumière dès 5h du matin. Pour être gentil ils nous ont mis du scotch pour pouvoir le scotcher sur le mur. Il y a beaucoup de fissures sur les murs, il n’y a pas de pommette de douche. La propreté de la douche est à revoir aussi. L’odeur dans la chambre est désagréable. Le petit déjeuner est très restreint. Le restaurant de l’hôtel est à éviter complètement. Service très long, malgré que les serveuses fut très gentilles. La nourriture n’est absolument pas bonne. Les vitres de la piscine manque d’entretien. Dommage de ne pas pouvoir avoir une magnifique vue à travers les vitres sur le Rooftop. Pour moi c’est un hôtel qui est à éviter ou bien uniquement pour y dormir.",4,2024-11-13 20:11:49+00,-1
